Region,State,City,SubCategory,ProductName,Quantity,Sales,Profit
East,"New York","New York City",Furnishings,"9-3/4 Diameter Round Wall Clock",7,96.53,40.54
East,"New York","New York City",Furnishings,"Artistic Insta-Plaque",3,47.04,18.35
East,"New York","New York City",Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2,109.48,33.94
East,"New York","New York City",Furnishings,"Career Cubicle Clock, 8 1/4"",5,101.4,38.53
East,"New York","New York City",Furnishings,"Coloredge Poster Frame",8,113.6,44.3
East,"New York","New York City",Furnishings,"Computer Room Manger, 14""",3,97.44,35.08
East,"New York","New York City",Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",5,135.3,37.88
East,"New York","New York City",Furnishings,"DAX Black Cherry Wood-Tone Poster Frame",3,79.44,30.19
East,"New York","New York City",Furnishings,"DAX Cubicle Frames - 8x10",2,11.54,3.46
East,"New York","New York City",Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",3,37.74,12.83
East,"New York","New York City",Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",2,40.48,15.79
East,"New York","New York City",Furnishings,"DAX Value U-Channel Document Frames, Easel Back",13,64.61,20.03
East,"New York","New York City",Furnishings,"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",2,210.68,50.56
East,"New York","New York City",Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",4,165.28,14.88
East,"New York","New York City",Furnishings,"Deflect-o Glass Clear Studded Chair Mats",2,124.36,27.36
East,"New York","New York City",Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3,276.69,49.8
East,"New York","New York City",Furnishings,"Eldon 200 Class Desk Accessories",5,31.4,10.05
East,"New York","New York City",Furnishings,"Eldon Advantage Foldable Chair Mats for Low Pile Carpets",2,108.4,22.76
East,"New York","New York City",Furnishings,"Eldon Delta Triangular Chair Mat, 52" x 58""",3,113.79,20.48
East,"New York","New York City",Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",3,20.94,6.07
East,"New York","New York City",Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",1,7.38,2.14
East,"New York","New York City",Furnishings,"Eldon Wave Desk Accessories",8,47.12,20.73
East,"New York","New York City",Furnishings,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",2,26.8,12.86
East,"New York","New York City",Furnishings,"Executive Impressions 10" Spectator Wall Clock"",3,35.28,12
East,"New York","New York City",Furnishings,"Executive Impressions 14" Contract Wall Clock"",2,44.46,14.67
East,"New York","New York City",Furnishings,"Executive Impressions 14" Two-Color Numerals Wall Clock"",3,68.16,27.95
East,"New York","New York City",Furnishings,"Executive Impressions 14""",1,22.23,9.78
East,"New York","New York City",Furnishings,"Executive Impressions Supervisor Wall Clock",13,547.3,175.14
East,"New York","New York City",Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7,135.8,66.54
East,"New York","New York City",Furnishings,"G.E. Halogen Desk Lamp Bulbs",4,27.92,13.4
East,"New York","New York City",Furnishings,"GE 48" Fluorescent Tube",4,396.92,198.46
East,"New York","New York City",Furnishings,"Howard Miller 11-1/2" Diameter Ridgewood Wall Clock"",8,415.52,170.37
East,"New York","New York City",Furnishings,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",8,414,124.2
East,"New York","New York City",Furnishings,"Howard Miller 13" Diameter Goldtone Round Wall Clock"",13,244.28,98.46000000000001
East,"New York","New York City",Furnishings,"Howard Miller 13" Diameter Pewter Finish Round Wall Clock"",8,343.52,133.97
East,"New York","New York City",Furnishings,"Howard Miller 14-1/2" Diameter Chrome Round Wall Clock"",9,264.24,85.28
East,"New York","New York City",Furnishings,"Howard Miller 16" Diameter Gallery Wall Clock"",1,63.94,24.94
East,"New York","New York City",Furnishings,"Howard Miller Distant Time Traveler Alarm Clock",4,109.68,44.97
East,"New York","New York City",Furnishings,"Linden 10" Round Wall Clock",4,61.12,20.78
East,"New York","New York City",Furnishings,"Longer-Life Soft White Bulbs",2,6.16,2.96
East,"New York","New York City",Furnishings,"Luxo Adjustable Task Clamp Lamp",9,799.56,207.89
East,"New York","New York City",Furnishings,"Luxo Economy Swing Arm Lamp",2,39.88,11.17
East,"New York","New York City",Furnishings,"Magnifier Swing Arm Lamp",8,167.84,43.64
East,"New York","New York City",Furnishings,"Master Caster Door Stop, Brown",10,50.800000000000004,17.27
East,"New York","New York City",Furnishings,"Master Caster Door Stop, Large Neon Orange",4,29.12,12.52
East,"New York","New York City",Furnishings,"Nu-Dell EZ-Mount Plastic Wall Frames",3,11.82,4.73
East,"New York","New York City",Furnishings,"Nu-Dell Float Frame 11 x 14 1/2",4,35.92,15.09
East,"New York","New York City",Furnishings,"OIC Stacking Trays",6,20.04,8.82
East,"New York","New York City",Furnishings,"Seth Thomas 12" Clock w/ Goldtone Case"",5,114.9,39.07
East,"New York","New York City",Furnishings,"Seth Thomas 14" Day/Date Wall Clock"",6,170.88,63.23
East,"New York","New York City",Furnishings,"Seth Thomas 14" Putty-Colored Wall Clock"",9,264.06,81.86000000000001
East,"New York","New York City",Furnishings,"Staple-based wall hangings",8,63.68,28.02
East,"New York","New York City",Furnishings,"Telescoping Adjustable Floor Lamp",2,39.98,10
East,"New York","New York City",Furnishings,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",5,229.89999999999998,39.09
East,"New York","New York City",Furnishings,"Tensor Brushed Steel Torchiere Floor Lamp",3,50.97,9.17
East,"New York","New York City",Furnishings,"Tensor Computer Mounted Lamp",8,119.12,32.16
East,"New York","New York City",Furnishings,"Ultra Door Push Plate",2,9.82,3.24
East,"New York","New York City",Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",3,71.97,16.55
East,"New York","New York City",Furnishings,NULL,282,7558.230000000002,2436.0000000000014
East,"New York","New York City",Labels,"Alphabetical Labels for Top Tab Filing",3,44.4,22.2
East,"New York","New York City",Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",7,213.71,98.31
East,"New York","New York City",Labels,"Avery 473",11,113.85,54.66
East,"New York","New York City",Labels,"Avery 474",2,5.76,2.82
East,"New York","New York City",Labels,"Avery 477",1,30.53,14.04
East,"New York","New York City",Labels,"Avery 478",5,24.55,12.03
East,"New York","New York City",Labels,"Avery 48",3,18.9,8.69
East,"New York","New York City",Labels,"Avery 485",15,187.95,88.33
East,"New York","New York City",Labels,"Avery 486",5,36.55,17.19
East,"New York","New York City",Labels,"Avery 487",7,25.83,12.14
East,"New York","New York City",Labels,"Avery 496",5,18.75,9
East,"New York","New York City",Labels,"Avery 499",10,49.8,22.91
East,"New York","New York City",Labels,"Avery 505",4,59.2,29.6
East,"New York","New York City",Labels,"Avery 506",7,28.91,13.3
East,"New York","New York City",Labels,"Avery 509",3,7.83,3.6
East,"New York","New York City",Labels,"Avery 51",3,18.9,8.69
East,"New York","New York City",Labels,"Avery 514",5,14.4,7.06
East,"New York","New York City",Labels,"Avery 518",6,18.9,9.07
East,"New York","New York City",Labels,"Avery 52",8,29.52,13.870000000000001
East,"New York","New York City",Labels,"Avery 520",5,15.75,7.56
East,"New York","New York City",Labels,"Avery Address/Shipping Labels for Typewriters, 4" x 2"""",2,20.7,9.94
East,"New York","New York City",Labels,"Avery File Folder Labels",3,8.64,4.23
East,"New York","New York City",Labels,"Avery White Multi-Purpose Labels",5,24.9,11.45
East,"New York","New York City",Labels,"Color-Coded Legal Exhibit Labels",2,9.82,4.81
East,"New York","New York City",Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",2,5.22,2.4
East,"New York","New York City",Labels,"Self-Adhesive Removable Labels",3,9.45,4.54
East,"New York","New York City",Labels,NULL,132,1042.72,492.44
East,"New York","New York City",Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",4,5,1
East,"New York","New York City",Machines,"Ativa V4110MDD Micro-Cut Shredder",4,2,1
East,"New York","New York City",Machines,"Bady BDG101FRU Card Printer",5,3,1
East,"New York","New York City",Machines,"Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",2,3,1
East,"New York","New York City",Machines,"Fellowes Powershred HS-440 4-Sheet High Security Shredder",11,1,767.2
East,"New York","New York City",Machines,"Hewlett-Packard 300S Scientific Calculator",6,78.66,36.18
East,"New York","New York City",Machines,"Hewlett-Packard Desktjet 6988DT Refurbished Printer",5,3,1
East,"New York","New York City",Machines,"HP Designjet T520 Inkjet Large Format Printer - 24" Color"",4,6,2
East,"New York","New York City",Machines,"Panasonic KX MC6040 Color Laser Multifunction Printer",3,1,364.46
East,"New York","New York City",Machines,"Star Micronics TSP100 TSP143LAN Receipt Printer",4,1,269.31
East,"New York","New York City",Machines,"Zebra ZM400 Thermal Label Printer",6,6,3
East,"New York","New York City",Machines,NULL,54,109.66,1447.1499999999999
East,"New York","New York City",Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16§ x 11§",13,89.44000000000001,41.14
East,"New York","New York City",Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6§ x 11§",9,62.82,29.53
East,"New York","New York City",Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2""",1,5.88,2.88
East,"New York","New York City",Paper,"Adams Write n' Stick Phone Message Book, 11" X 5 1/4""",4,22.72,10.46
East,"New York","New York City",Paper,"Ampad Gold Fibre Wirebound Steno Books, 6" x 9""",4,17.64,8.11
East,"New York","New York City",Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ?§ x 11§",4,24.96,11.23
East,"New York","New York City",Paper,"Array Parchment Paper, Assorted Colors",5,36.4,17.47
East,"New York","New York City",Paper,"Avoid Verbal Orders Carbonless Minifold Book",11,37.18,17.1
East,"New York","New York City",Paper,"Computer Printout Paper with Letter-Trim Fine Perforations",4,191.6,91.97
East,"New York","New York City",Paper,"Computer Printout Paper with Letter-Trim Perforations",2,37.94,18.21
East,"New York","New York City",Paper,"Easy-staple paper",19,190.78,90.46
East,"New York","New York City",Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",5,277.4,133.15
East,"New York","New York City",Paper,"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",3,17.94,8.07
East,"New York","New York City",Paper,"Green Bar Computer Printout Paper",1,54.96,26.93
East,"New York","New York City",Paper,"It's Hot Message Books with Stickers, 2 3/4" x 5"""",5,37,16.65
East,"New York","New York City",Paper,"Memo Book, 100 Message Capacity, 5 3/8§ x 11§",2,13.48,6.74
East,"New York","New York City",Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4" X 5"""",6,39.3,18.08
East,"New York","New York City",Paper,"Personal Creations Ink Jet Cards and Labels",4,45.92,22.5
East,"New York","New York City",Paper,"Petty Cash Envelope",3,80.88,39.63
East,"New York","New York City",Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",10,93.80000000000001,45.02
East,"New York","New York City",Paper,"Riverleaf Stik-Withit Designer Note Cubes",3,30.18,13.88
East,"New York","New York City",Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",10,379.4,178.32
East,"New York","New York City",Paper,"Southworth 100% Cotton The Best Paper",3,34.44,17.22
East,"New York","New York City",Paper,"Southworth 100% R谷sum谷 Paper, 24lb.",14,108.92,49.01
East,"New York","New York City",Paper,"Southworth 25% Cotton Antique Laid Paper & Envelopes",9,75.06,33.78
East,"New York","New York City",Paper,"Southworth Parchment Paper & Envelopes",2,13.08,6.02
East,"New York","New York City",Paper,"Spiral Phone Message Books with Labels by Adams",2,8.96,4.39
East,"New York","New York City",Paper,"Strathmore Photo Frame Cards",4,29.24,13.46
East,"New York","New York City",Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4" x 6"""",6,21.6,9.94
East,"New York","New York City",Paper,"TOPS "Important Message"" Pads",9,38.52,18.1
East,"New York","New York City",Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",2,18.98,8.92
East,"New York","New York City",Paper,"Tops Green Bar Computer Printout Paper",4,195.76,97.88
East,"New York","New York City",Paper,"TOPS Voice Message Log Book, Flash Format",4,19.04,9.33
East,"New York","New York City",Paper,"Tops White Computer Printout Paper",3,146.73,68.96
East,"New York","New York City",Paper,"White Computer Printout Paper by Universal",2,77.52,37.98
East,"New York","New York City",Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",4,221.92,106.52
East,"New York","New York City",Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",9,42.93,19.32
East,"New York","New York City",Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",1,6.69,3.08
East,"New York","New York City",Paper,"Wirebound Message Books, Two 4 1/4" x 5"" Forms per Page"",4,30.44,14.31
East,"New York","New York City",Paper,"Xerox 188",9,102.06,50.010000000000005
East,"New York","New York City",Paper,"Xerox 1881",17,514.66,249.73000000000002
East,"New York","New York City",Paper,"Xerox 1883",8,211.04,97.07
East,"New York","New York City",Paper,"Xerox 1884",2,39.96,18.78
East,"New York","New York City",Paper,"Xerox 1885",7,336.28,161.42000000000002
East,"New York","New York City",Paper,"Xerox 1886",3,143.7,68.98
East,"New York","New York City",Paper,"Xerox 189",4,419.4,201.31
East,"New York","New York City",Paper,"Xerox 1893",3,122.97,60.260000000000005
East,"New York","New York City",Paper,"Xerox 1895",7,41.86,18.83
East,"New York","New York City",Paper,"Xerox 1898",2,13.36,6.41
East,"New York","New York City",Paper,"Xerox 190",5,24.9,11.7
East,"New York","New York City",Paper,"Xerox 1903",10,59.8,29.3
East,"New York","New York City",Paper,"Xerox 1905",6,38.88,18.66
East,"New York","New York City",Paper,"Xerox 1906",15,531.5999999999999,249.85
East,"New York","New York City",Paper,"Xerox 1907",4,49.12,23.09
East,"New York","New York City",Paper,"Xerox 1912",4,75.88,36.42
East,"New York","New York City",Paper,"Xerox 1916",3,17.04,7.67
East,"New York","New York City",Paper,"Xerox 1918",4,155.04,75.97
East,"New York","New York City",Paper,"Xerox 192",4,25.92,12.44
East,"New York","New York City",Paper,"Xerox 1923",1,6.68,3.21
East,"New York","New York City",Paper,"Xerox 1926",7,34.86,16.38
East,"New York","New York City",Paper,"Xerox 1943",2,97.82,45.98
East,"New York","New York City",Paper,"Xerox 1948",4,39.96,17.98
East,"New York","New York City",Paper,"Xerox 1952",2,9.96,4.68
East,"New York","New York City",Paper,"Xerox 1956",11,65.78,32.23
East,"New York","New York City",Paper,"Xerox 1959",9,60.12,28.86
East,"New York","New York City",Paper,"Xerox 196",2,11.56,5.66
East,"New York","New York City",Paper,"Xerox 1962",4,17.12,7.7
East,"New York","New York City",Paper,"Xerox 1967",2,12.96,6.22
East,"New York","New York City",Paper,"Xerox 1968",7,46.76,22.44
East,"New York","New York City",Paper,"Xerox 197",4,123.92,55.76
East,"New York","New York City",Paper,"Xerox 1975",2,12.96,6.35
East,"New York","New York City",Paper,"Xerox 1977",2,13.36,6.41
East,"New York","New York City",Paper,"Xerox 198",9,44.82,21.07
East,"New York","New York City",Paper,"Xerox 1980",8,34.24,15.41
East,"New York","New York City",Paper,"Xerox 1987",2,11.56,5.66
East,"New York","New York City",Paper,"Xerox 1991",3,68.52,31.52
East,"New York","New York City",Paper,"Xerox 1993",2,12.96,6.35
East,"New York","New York City",Paper,"Xerox 1994",4,25.92,12.44
East,"New York","New York City",Paper,"Xerox 1996",3,19.44,9.33
East,"New York","New York City",Paper,"Xerox 2000",4,25.92,12.44
East,"New York","New York City",Paper,"Xerox 202",2,12.96,6.22
East,"New York","New York City",Paper,"Xerox 203",3,19.44,9.33
East,"New York","New York City",Paper,"Xerox 204",3,19.44,9.33
East,"New York","New York City",Paper,"Xerox 205",8,51.84,24.88
East,"New York","New York City",Paper,"Xerox 209",3,19.44,9.33
East,"New York","New York City",Paper,"Xerox 212",5,32.400000000000006,15.55
East,"New York","New York City",Paper,"Xerox 214",2,12.96,6.22
East,"New York","New York City",Paper,"Xerox 217",1,6.48,3.11
East,"New York","New York City",Paper,"Xerox 219",1,6.48,3.11
East,"New York","New York City",Paper,"Xerox 221",1,6.48,3.11
East,"New York","New York City",Paper,"Xerox 226",9,58.32,27.990000000000002
East,"New York","New York City",Paper,"Xerox 228",5,32.4,15.55
East,"New York","New York City",Paper,NULL,464,6876.759999999995,3271.4599999999996
East,"New York","New York City",Phones,"Anker Astro 15000mAh USB Portable Charger",2,99.98,4
East,"New York","New York City",Phones,"Apple iPhone 5",2,1,350.91
East,"New York","New York City",Phones,"Apple iPhone 5S",1,569.99,171
East,"New York","New York City",Phones,"ARKON Windshield Dashboard Air Vent Car Mount Holder",4,67.8,1.36
East,"New York","New York City",Phones,"AT&T 1080 Corded phone",1,136.99,36.99
East,"New York","New York City",Phones,"AT&T 841000 Phone",2,138,34.5
East,"New York","New York City",Phones,"AT&T CL83451 4-Handset Telephone",5,1,298.69
East,"New York","New York City",Phones,"AT&T EL51110 DECT",3,377.97,109.61
East,"New York","New York City",Phones,"BlackBerry Q10",7,881.93,220.48
East,"New York","New York City",Phones,"Cisco SPA508G",3,197.97,57.41
East,"New York","New York City",Phones,"Cisco SPA525G2 IP Phone - Wireless",6,119.7,31.12
East,"New York","New York City",Phones,"ClearOne CHATAttach 160 -?speaker phone",3,239.97,2.4
East,"New York","New York City",Phones,"ClearSounds CSC500 Amplified Spirit Phone Corded phone",3,209.97,58.79
East,"New York","New York City",Phones,"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",4,19.8,5.35
East,"New York","New York City",Phones,"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black",2,116.98,29.25
East,"New York","New York City",Phones,"Digium D40 VoIP phone",6,773.94,224.44
East,"New York","New York City",Phones,"GE 2-Jack Phone Line Splitter",3,617.97,160.67
East,"New York","New York City",Phones,"GE 30522EE2",3,347.97,100.91
East,"New York","New York City",Phones,"GE DSL Phone Line Filter",1,39.99,11.6
East,"New York","New York City",Phones,"Gear Head AU3700S Headset",9,116.91000000000001,3.51
East,"New York","New York City",Phones,"Geemarc AmpliPOWER60",5,464,134.56
East,"New York","New York City",Phones,"Google Nexus 5",14,540.97,629.96
East,"New York","New York City",Phones,"Grandstream GXP1160 VoIP phone",7,265.37,76.94999999999999
East,"New York","New York City",Phones,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",6,71.76,20.09
East,"New York","New York City",Phones,"i.Sound Portable Power - 8000 mAh",1,52.99,0.53
East,"New York","New York City",Phones,"Jackery Bar Premium Fast-charging Portable Charger",6,179.7,88.05
East,"New York","New York City",Phones,"Jawbone JAMBOX Wireless Bluetooth Speaker",8,1263.92,606.68
East,"New York","New York City",Phones,"Jensen SMPS-640 -?speaker phone",3,137.94,35.86
East,"New York","New York City",Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",4,43.6,12.21
East,"New York","New York City",Phones,"LG Electronics Tone+ HBS-730 Bluetooth Headset",2,119.02,33.33
East,"New York","New York City",Phones,"Mitel MiVoice 5330e IP Phone",5,1374.95,357.48
East,"New York","New York City",Phones,"Mophie Juice Pack Helium for iPhone",3,239.97,67.19
East,"New York","New York City",Phones,"Motorola HK250 Universal Bluetooth Headset",7,160.93,3.22
East,"New York","New York City",Phones,"Motorola L703CM",7,1,272.98
East,"New York","New York City",Phones,"Nokia Lumia 521 (T-Mobile)",4,119.96,33.59
East,"New York","New York City",Phones,"Nokia Lumia 925",5,629.95,163.79
East,"New York","New York City",Phones,"Nortel Meridian M3904 Professional Digital phone",4,615.96,178.62
East,"New York","New York City",Phones,"Ooma Telo VoIP Home Phone System",5,629.95,157.49
East,"New York","New York City",Phones,"OtterBox Commuter Series Case - iPhone 5 & 5s",1,21.99,10.56
East,"New York","New York City",Phones,"OtterBox Commuter Series Case - Samsung Galaxy S4",5,124.95,2.5
East,"New York","New York City",Phones,"Panasonic Business?Telephones?KX-T7736",3,546.06,163.82
East,"New York","New York City",Phones,"Panasonic KX - TS880B Telephone",1,41.22,11.13
East,"New York","New York City",Phones,"Panasonic KX T7731-B Digital phone",7,1179.93,318.58
East,"New York","New York City",Phones,"Panasonic KX T7736-B Digital phone",2,299.9,74.98
East,"New York","New York City",Phones,"Panasonic KX-TG9471B",9,1763.91,493.9
East,"New York","New York City",Phones,"Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System",9,1,661.46
East,"New York","New York City",Phones,"Panasonic Kx-TS550",6,275.94,80.02
East,"New York","New York City",Phones,"Plantronics 81402",1,65.99,17.16
East,"New York","New York City",Phones,"Plantronics Cordless?Phone Headset?with In-line Volume - M214C",3,104.85,28.31
East,"New York","New York City",Phones,"Plantronics CS 50-USB -?headset?- Convertible, Monaural",2,271.98,73.44
East,"New York","New York City",Phones,"Plantronics MX500i Earset",6,257.7,7.74
East,"New York","New York City",Phones,"Plantronics Voyager Pro HD - Bluetooth Headset",2,129.98,62.39
East,"New York","New York City",Phones,"Polycom CX600 IP Phone VoIP phone",8,2,647.89
East,"New York","New York City",Phones,"Polycom SoundPoint IP 450 VoIP phone",3,677.58,176.17
East,"New York","New York City",Phones,"PowerGen Dual USB Car Charger",1,9.99,4.6
East,"New York","New York City",Phones,"PureGear Roll-On Screen Protector",14,279.86,134.33
East,"New York","New York City",Phones,"RCA Visys Integrated PBX 8-Line Router",2,133.98,33.5
East,"New York","New York City",Phones,"Samsung Galaxy Mega 6.3",3,1,327.59
East,"New York","New York City",Phones,"Samsung Galaxy Note 2",6,1292.6399999999999,374.87
East,"New York","New York City",Phones,"Samsung Galaxy S4 Mini",1,469.99,136.3
East,"New York","New York City",Phones,"Samsung HM1900 Bluetooth Headset",4,87.8,43.9
East,"New York","New York City",Phones,"Samsung Replacement EH64AVFWE Premium Headset",10,55,13.75
East,"New York","New York City",Phones,"Samsung Rugby III",3,197.97,53.45
East,"New York","New York City",Phones,"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4",3,5.94,1.6
East,"New York","New York City",Phones,"ShoreTel ShorePhone IP 230 VoIP phone",2,337.98,101.39
East,"New York","New York City",Phones,"SmartStand Mobile Device Holder, Assorted Colors",2,13.98,3.91
East,"New York","New York City",Phones,"Spigen Samsung Galaxy S5 Case Wallet",6,101.94,26.509999999999998
East,"New York","New York City",Phones,"Square Credit Card Reader, 4 1/2" x 4 1/2"" x 1""",3,29.97,14.09
East,"New York","New York City",Phones,"Toshiba IPT2010-SD IP?Telephone",6,833.94,216.82
East,"New York","New York City",Phones,"Vtech CS6719",3,287.97,80.63
East,"New York","New York City",Phones,"Wilson SignalBoost 841262 DB PRO Amplifier Kit",8,2,863.8899999999999
East,"New York","New York City",Phones,"Xblue XB-1670-86 X16 Small?Office Telephone?- Titanium",4,503.96,125.99
East,"New York","New York City",Phones,"Xiaomi Mi3",4,2,592.79
East,"New York","New York City",Phones,NULL,319,22400.660000000003,10765.529999999999
East,"New York","New York City",Storage,"Acco Perma 2700 Stacking Storage Drawers",2,59.48,8.92
East,"New York","New York City",Storage,"Acco Perma 4000 Stacking Storage Drawers",4,64.96,9.74
East,"New York","New York City",Storage,"Adjustable Personal File Tote",4,65.12,16.93
East,"New York","New York City",Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",8,478.08,133.86
East,"New York","New York City",Storage,"Advantus Rolling Storage Box",5,85.75,23.15
East,"New York","New York City",Storage,"Belkin 19" Center-Weighted Shelf",2,117.96,5.9
East,"New York","New York City",Storage,"Belkin OmniView SE Rackmount Kit",7,248.35999999999999,0
East,"New York","New York City",Storage,"Carina Double Wide Media Storage Towers in Natural & Black",3,242.94,9.72
East,"New York","New York City",Storage,"Carina Media Storage Towers in Natural & Black",3,182.94,3.66
East,"New York","New York City",Storage,"Deluxe Rollaway Locking File with Drawer",3,1,349.34
East,"New York","New York City",Storage,"Desktop 3-Pocket Hot File",4,216.4,56.26
East,"New York","New York City",Storage,"Dual Level, Single-Width Filing Carts",19,467.18,766
East,"New York","New York City",Storage,"Economy Rollaway Files",6,991.2,257.71
East,"New York","New York City",Storage,"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",7,165.55,48.01
East,"New York","New York City",Storage,"Eldon Shelf Savers Cubes and Bins",2,13.96,0.28
East,"New York","New York City",Storage,"Eldon Simplefile Box Office",2,24.88,6.97
East,"New York","New York City",Storage,"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",5,324.9,38.99
East,"New York","New York City",Storage,"Fellowes Bankers Box Stor/Drawer Steel Plus",6,191.88,19.19
East,"New York","New York City",Storage,"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",3,99.87,23.97
East,"New York","New York City",Storage,"Fellowes Desktop Hanging File Manager",5,67.15,16.79
East,"New York","New York City",Storage,"Fellowes Econo/Stor Drawers",2,193.86,11.63
East,"New York","New York City",Storage,"Fellowes Neat Ideas Storage Cubes",2,64.96,2.6
East,"New York","New York City",Storage,"Fellowes Officeware Wire Shelving",3,269.49,5.39
East,"New York","New York City",Storage,"Fellowes Personal Hanging Folder Files, Navy",6,80.58,22.56
East,"New York","New York City",Storage,"Fellowes Staxonsteel Drawer Files",4,772.68,108.18
East,"New York","New York City",Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",9,1267.65,152.12
East,"New York","New York City",Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",5,459.95,18.4
East,"New York","New York City",Storage,"Hot File 7-Pocket, Floor Stand",4,713.88,214.16
East,"New York","New York City",Storage,"Iceberg Mobile Mega Data/Printer Cart",6,721.98,187.72
East,"New York","New York City",Storage,"Iris 3-Drawer Stacking Bin, Black",4,83.56,1.67
East,"New York","New York City",Storage,"Iris Project Case",12,95.76,24.900000000000002
East,"New York","New York City",Storage,"Mobile Personal File Cube",3,70.26,18.97
East,"New York","New York City",Storage,"Neat Ideas Personal Hanging Folder Files, Black",8,107.44,27.93
East,"New York","New York City",Storage,"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers",3,501.81,0
East,"New York","New York City",Storage,"Perma STOR-ALL Hanging File Box, 13 1/8"W x 12 1/4""D x 10 1/2""H"",6,35.88,6.1
East,"New York","New York City",Storage,"Personal Folder Holder, Ebony",2,22.42,6.72
East,"New York","New York City",Storage,"Portable Personal File Box",6,73.26,19.78
East,"New York","New York City",Storage,"Rogers Jumbo File, Granite",3,40.74,0.41
East,"New York","New York City",Storage,"Rogers Profile Extra Capacity Storage Tub",2,33.48,1.34
East,"New York","New York City",Storage,"SAFCO Commercial Wire Shelving, 72h",7,428.68,0
East,"New York","New York City",Storage,"Safco Industrial Shelving",3,221.55,6.65
East,"New York","New York City",Storage,"Safco Industrial Wire Shelving System",11,1000.78,0
East,"New York","New York City",Storage,"Safco Steel Mobile File Cart",3,250.07999999999998,62.519999999999996
East,"New York","New York City",Storage,"Sensible Storage WireTech Storage Systems",1,70.98,3.55
East,"New York","New York City",Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",4,45.4,12.71
East,"New York","New York City",Storage,"Sortfiler Multipurpose Personal File Organizer, Black",6,128.34,37.22
East,"New York","New York City",Storage,"Space Solutions Commercial Steel Shelving",2,129.3,6.47
East,"New York","New York City",Storage,"Space Solutions HD Industrial Steel Shelving.",7,804.79,24.15
