Order No,Sales($),Quantity,Discount,Profit($),Price($)
5584,6.16 ,2,0,1.97 ,6.16 
5585,83.56 ,4,0,1.67 ,83.56 
5586,546.06 ,3,0,163.82 ,546.06 
5587,269.49 ,3,0,5.39 ,269.49 
5588,10.90 ,5,0,3.60 ,10.90 
5589,6.10 ,2,0.2,2.21 ,7.62 
5590,34.05 ,3,0,9.53 ,34.05 
5591,352.38 ,2,0,81.05 ,352.38 
5592,245.98 ,2,0,27.06 ,245.98 
5593,18.94 ,1,0,9.47 ,18.94 
5594,59.91 ,7,0.7,-45.93 ,199.71 
5595,391.98 ,2,0,109.75 ,391.98 
5596,437.85 ,3,0,131.36 ,437.85 
5597,68.62 ,2,0,32.25 ,68.62 
5598,25.02 ,3,0,6.51 ,25.02 
5599,10.71 ,3,0,2.78 ,10.71 
5600,55.98 ,2,0.2,4.20 ,69.98 
5601,14.48 ,5,0.2,4.89 ,18.10 
5602,142.49 ,3,0.2,-3.56 ,178.11 
5603,14.16 ,1,0.2,1.06 ,17.70 
5604,79.92 ,5,0.2,27.97 ,99.90 
5605,590.35 ,6,0.2,206.62 ,737.94 
5606,17.09 ,2,0.2,1.07 ,21.36 
5607,98.39 ,1,0.2,-11.07 ,122.99 
5608,11.05 ,5,0,2.98 ,11.05 
5609,7.78 ,2,0,2.02 ,7.78 
5610,659.90 ,2,0,217.77 ,659.90 
5611,53.04 ,3,0.2,-4.64 ,66.30 
5612,843.90 ,2,0,371.32 ,843.90 
5613,"1,496.16 ",9,0,224.42 ,"1,496.16 "
5614,117.96 ,2,0,5.90 ,117.96 
5615,21.30 ,5,0,8.73 ,21.30 
5616,"1,040.80 ",5,0,281.02 ,"1,040.80 "
5617,29.34 ,6,0,7.92 ,29.34 
5618,19.52 ,2,0.2,5.37 ,24.40 
5619,443.92 ,4,0,8.88 ,443.92 
5620,499.95 ,5,0,174.98 ,499.95 
5621,3.04 ,1,0,1.03 ,3.04 
5622,201.96 ,2,0,50.49 ,201.96 
5623,68.64 ,11,0,17.16 ,68.64 
5624,100.00 ,4,0,21.00 ,100.00 
5625,359.98 ,2,0,21.60 ,359.98 
5626,6.16 ,2,0,2.96 ,6.16 
5627,"2,348.82 ",9,0,399.30 ,"2,348.82 "
5628,13.87 ,6,0.2,4.68 ,17.34 
5629,273.55 ,3,0.2,-13.68 ,341.94 
5630,815.29 ,9,0.4,-339.71 ,"1,358.82 "
5631,234.45 ,3,0,103.16 ,234.45 
5632,"1,256.22 ",6,0,75.37 ,"1,256.22 "
5633,17.46 ,2,0,8.21 ,17.46 
5634,10.53 ,7,0.2,3.68 ,13.16 
5635,152.80 ,5,0,76.40 ,152.80 
5636,82.56 ,5,0.2,28.90 ,103.20 
5637,284.97 ,3,0,85.49 ,284.97 
5638,60.84 ,3,0,23.12 ,60.84 
5639,"1,325.76 ",6,0.2,149.15 ,"1,657.20 "
5640,572.16 ,3,0.2,35.76 ,715.20 
5641,28.80 ,9,0.2,10.08 ,36.00 
5642,11.12 ,4,0,2.89 ,11.12 
5643,7.04 ,4,0,3.10 ,7.04 
5644,17.94 ,3,0,8.79 ,17.94 
5645,34.76 ,5,0.2,11.30 ,43.45 
5646,74.45 ,5,0,20.10 ,74.45 
5647,192.22 ,14,0,69.20 ,192.22 
5648,19.44 ,3,0,9.33 ,19.44 
5649,32.40 ,5,0,15.55 ,32.40 
5650,57.90 ,5,0,28.95 ,57.90 
5651,10.56 ,2,0,0.00 ,10.56 
5652,"1,194.17 ",5,0.15,210.74 ,"1,404.90 "
5653,40.99 ,1,0,20.09 ,40.99 
5654,2.94 ,1,0,0.79 ,2.94 
5655,45.24 ,4,0.7,-30.16 ,150.80 
5656,18.69 ,4,0.2,2.34 ,23.36 
5657,11.65 ,2,0.2,3.79 ,14.56 
5658,112.78 ,3,0.2,-8.46 ,140.97 
5659,377.45 ,5,0.5,-264.22 ,754.90 
5660,15.94 ,4,0.2,5.18 ,19.92 
5661,28.68 ,3,0.2,-7.17 ,35.85 
5662,21.44 ,2,0.2,7.50 ,26.80 
5663,511.06 ,9,0.2,-95.82 ,638.82 
5664,18.66 ,2,0.2,1.40 ,23.32 
5665,11.09 ,7,0.7,-8.13 ,36.96 
5666,66.69 ,1,0.2,4.17 ,83.36 
5667,99.49 ,2,0.2,8.71 ,124.36 
5668,14.62 ,2,0,6.87 ,14.62 
5669,53.98 ,14,0.2,17.54 ,67.48 
5670,389.97 ,3,0,132.59 ,389.97 
5671,355.36 ,4,0,92.39 ,355.36 
5672,140.38 ,3,0.2,8.77 ,175.47 
5673,15.84 ,2,0.2,5.54 ,19.80 
5674,8.45 ,2,0.2,2.64 ,10.56 
5675,12.96 ,2,0,6.22 ,12.96 
5676,57.41 ,6,0.2,5.74 ,71.76 
5677,27.60 ,4,0,2.21 ,27.60 
5678,38.98 ,3,0.6,-50.67 ,97.44 
5679,20.44 ,7,0,9.20 ,20.44 
5680,109.92 ,2,0,53.86 ,109.92 
5681,6.38 ,1,0,2.93 ,6.38 
5682,6.48 ,1,0,3.11 ,6.48 
5683,15.84 ,3,0,7.13 ,15.84 
5684,"1,049.93 ",7,0,293.98 ,"1,049.93 "
5685,154.90 ,5,0,40.27 ,154.90 
5686,98.35 ,3,0.2,35.65 ,122.94 
5687,14.32 ,5,0.2,5.19 ,17.90 
5688,129.89 ,6,0.2,12.99 ,162.36 
5689,48.94 ,7,0.2,16.52 ,61.18 
5690,275.06 ,3,0.3,-90.38 ,392.94 
5691,27.36 ,9,0,9.30 ,27.36 
5692,44.75 ,5,0,20.59 ,44.75 
5693,134.99 ,1,0,36.45 ,134.99 
5694,26.40 ,5,0,12.67 ,26.40 
5695,542.94 ,3,0,141.16 ,542.94 
5696,71.09 ,2,0.2,-1.78 ,88.86 
5697,27.40 ,9,0.8,-42.46 ,136.98 
5698,13.46 ,1,0.8,-23.55 ,67.28 
5699,11.84 ,1,0.2,4.44 ,14.80 
5700,35.88 ,6,0,17.58 ,35.88 
5701,40.75 ,3,0.2,15.28 ,50.94 
5702,139.96 ,5,0.2,-22.74 ,174.95 
5703,2.62 ,1,0.2,0.30 ,3.28 
5704,136.53 ,1,0.4,-52.34 ,227.55 
5705,263.96 ,1,0.2,42.89 ,329.95 
5706,11.64 ,3,0,3.38 ,11.64 
5707,40.18 ,3,0.2,14.56 ,50.22 
5708,79.44 ,3,0,30.19 ,79.44 
5709,357.93 ,3,0,7.16 ,357.93 
5710,127.76 ,2,0.1,21.29 ,141.96 
5711,"2,799.94 ",7,0.2,"1,014.98 ","3,499.93 "
5712,19.44 ,3,0,9.33 ,19.44 
5713,36.79 ,1,0.2,4.14 ,45.99 
5714,5.94 ,3,0,1.60 ,5.94 
5715,177.55 ,5,0,47.94 ,177.55 
5716,619.95 ,5,0,111.59 ,619.95 
5717,29.16 ,3,0,8.46 ,29.16 
5718,57.96 ,7,0,27.24 ,57.96 
5719,29.40 ,3,0.1,5.23 ,32.67 
5720,81.40 ,5,0,21.16 ,81.40 
5721,8.72 ,5,0.2,2.29 ,10.90 
5722,91.18 ,3,0.2,4.56 ,113.97 
5723,159.97 ,4,0.2,29.99 ,199.96 
5724,12.96 ,2,0,6.22 ,12.96 
5725,331.54 ,3,0.2,-82.88 ,414.42 
5726,899.91 ,9,0,395.96 ,899.91 
5727,946.34 ,7,0.2,118.29 ,"1,182.93 "
5728,178.11 ,3,0,32.06 ,178.11 
5729,"1,089.75 ",3,0,305.13 ,"1,089.75 "
5730,61.06 ,2,0,28.09 ,61.06 
5731,459.92 ,4,0,41.39 ,459.92 
5732,27.52 ,4,0,12.66 ,27.52 
5733,638.82 ,9,0,185.26 ,638.82 
5734,30.69 ,3,0,7.98 ,30.69 
5735,25.16 ,2,0,8.55 ,25.16 
5736,13.92 ,3,0.2,4.87 ,17.40 
5737,19.36 ,2,0,9.29 ,19.36 
5738,19.30 ,2,0,5.79 ,19.30 
5739,38.38 ,3,0.2,13.43 ,47.97 
5740,12.96 ,2,0,6.35 ,12.96 
5741,26.48 ,1,0,10.06 ,26.48 
5742,532.72 ,2,0.2,53.27 ,665.90 
5743,26.72 ,4,0,12.83 ,26.72 
5744,20.04 ,3,0,9.62 ,20.04 
5745,795.48 ,7,0,7.95 ,795.48 
5746,21.56 ,7,0,6.90 ,21.56 
5747,249.58 ,2,0.2,31.20 ,311.98 
5748,68.11 ,3,0.2,17.88 ,85.14 
5749,16.56 ,3,0.2,-2.48 ,20.70 
5750,74.95 ,5,0,36.73 ,74.95 
5751,355.46 ,3,0.5,-184.84 ,710.91 
5752,44.40 ,3,0,22.20 ,44.40 
5753,20.65 ,5,0,9.50 ,20.65 
5754,866.40 ,4,0,225.26 ,866.40 
5755,5.56 ,2,0,1.45 ,5.56 
5756,3.16 ,4,0.8,-8.53 ,15.80 
5757,"1,999.96 ",5,0.2,624.99 ,"2,499.95 "
5758,46.15 ,3,0.2,12.11 ,57.69 
5759,32.99 ,3,0.5,-1.98 ,65.97 
5760,481.32 ,4,0,125.14 ,481.32 
5761,6.38 ,1,0.2,2.15 ,7.98 
5762,542.94 ,3,0,152.02 ,542.94 
5763,54.92 ,4,0,19.77 ,54.92 
5764,"1,448.82 ",10,0.1,209.27 ,"1,609.80 "
5765,353.88 ,6,0,17.69 ,353.88 
5766,333.58 ,3,0.2,25.02 ,416.97 
5767,60.14 ,6,0.2,20.30 ,75.18 
5768,85.20 ,6,0.2,20.24 ,106.50 
5769,3.15 ,1,0,1.51 ,3.15 
5770,22.72 ,4,0,10.22 ,22.72 
5771,14.91 ,3,0,4.62 ,14.91 
5772,"1,158.12 ",4,0,335.85 ,"1,158.12 "
5773,599.99 ,1,0,234.00 ,599.99 
5774,23.97 ,2,0.2,2.40 ,29.96 
5775,638.29 ,7,0.2,-31.91 ,797.86 
5776,13.21 ,1,0.2,4.62 ,16.51 
5777,15.53 ,3,0.2,5.82 ,19.41 
5778,104.85 ,1,0,50.33 ,104.85 
5779,30.48 ,3,0,7.92 ,30.48 
5780,112.65 ,1,0.2,11.26 ,140.81 
5781,71.98 ,3,0.2,24.29 ,89.97 
5782,2.21 ,1,0,0.60 ,2.21 
5783,15.52 ,4,0,7.45 ,15.52 
5784,36.44 ,4,0,16.40 ,36.44 
5785,217.76 ,6,0.7,-384.72 ,725.88 
5786,39.07 ,6,0.2,4.40 ,48.84 
5787,22.64 ,7,0.7,-16.60 ,75.46 
5788,95.14 ,7,0.2,10.70 ,118.93 
5789,12.32 ,5,0.2,1.85 ,15.40 
5790,4.42 ,3,0.7,-3.09 ,14.73 
5791,35.00 ,7,0,16.80 ,35.00 
5792,72.78 ,1,0.2,0.00 ,90.98 
5793,97.84 ,2,0,25.44 ,97.84 
5794,51.75 ,1,0,15.53 ,51.75 
5795,46.67 ,2,0.2,16.34 ,58.34 
5796,"1,395.54 ",9,0,362.84 ,"1,395.54 "
5797,117.36 ,4,0,36.38 ,117.36 
5798,18.90 ,3,0,8.69 ,18.90 
5799,77.52 ,2,0,37.98 ,77.52 
5800,421.37 ,2,0.3,-6.02 ,601.96 
5801,575.97 ,4,0.2,43.20 ,719.96 
5802,10.37 ,2,0.2,3.63 ,12.96 
5803,15.98 ,2,0.2,1.20 ,19.98 
5804,10.27 ,3,0.2,1.16 ,12.84 
5805,61.79 ,4,0.2,6.18 ,77.24 
5806,206.00 ,3,0.32,-27.26 ,302.94 
5807,12.19 ,3,0.2,4.11 ,15.24 
5808,87.17 ,2,0.2,8.72 ,108.96 
5809,31.74 ,2,0.2,8.33 ,39.68 
5810,132.22 ,4,0.2,-18.18 ,165.28 
5811,105.52 ,4,0,48.54 ,105.52 
5812,91.96 ,2,0,15.63 ,91.96 
5813,"1,487.98 ",3,0.2,186.00 ,"1,859.97 "
5814,19.44 ,3,0,9.33 ,19.44 
5815,11.67 ,1,0.2,-0.73 ,14.59 
5816,279.96 ,4,0,78.39 ,279.96 
5817,12.91 ,3,0.2,4.68 ,16.14 
5818,17.09 ,4,0.2,5.77 ,21.36 
5819,93.15 ,9,0,44.71 ,93.15 
5820,11.52 ,4,0,5.64 ,11.52 
5821,238.62 ,2,0,4.77 ,238.62 
5822,7.77 ,1,0,2.10 ,7.77 
5823,285.48 ,5,0.2,-10.71 ,356.85 
5824,19.17 ,4,0.2,6.47 ,23.96 
5825,26.14 ,3,0.2,1.96 ,32.67 
5826,419.40 ,4,0,201.31 ,419.40 
5827,90.80 ,1,0.1,14.12 ,100.89 
5828,181.76 ,2,0.1,-8.08 ,201.96 
5829,5.56 ,2,0,2.22 ,5.56 
5830,581.96 ,2,0,104.75 ,581.96 
5831,29.98 ,1,0,8.09 ,29.98 
5832,519.96 ,4,0,176.79 ,519.96 
5833,6.26 ,3,0.2,2.04 ,7.83 
5834,363.92 ,5,0.2,0.00 ,454.90 
5835,64.20 ,5,0.7,-42.80 ,214.00 
5836,38.52 ,3,0.7,-26.96 ,128.40 
5837,72.60 ,5,0.2,-8.17 ,90.75 
5838,57.57 ,4,0.2,5.76 ,71.96 
5839,83.70 ,5,0,3.35 ,83.70 
5840,32.40 ,5,0,15.55 ,32.40 
5841,47.98 ,2,0,11.04 ,47.98 
5842,415.97 ,4,0.2,52.00 ,519.96 
5843,304.90 ,5,0,6.10 ,304.90 
5844,80.96 ,4,0,29.15 ,80.96 
5845,777.21 ,7,0,54.40 ,777.21 
5846,32.40 ,5,0,15.55 ,32.40 
5847,225.57 ,2,0.2,2.82 ,281.96 
5848,36.60 ,3,0,15.37 ,36.60 
5849,715.64 ,2,0,178.91 ,715.64 
5850,795.51 ,3,0,143.19 ,795.51 
5851,549.99 ,1,0,275.00 ,549.99 
5852,74.76 ,3,0,34.39 ,74.76 
5853,29.22 ,3,0,12.86 ,29.22 
5854,9.64 ,2,0,4.72 ,9.64 
5855,33.49 ,7,0.2,-1.26 ,41.86 
5856,23.04 ,3,0.2,-4.90 ,28.80 
5857,1.36 ,1,0.8,-2.18 ,6.81 
5858,14.76 ,5,0.6,-11.44 ,36.90 
5859,239.67 ,2,0.15,14.10 ,281.96 
5860,301.96 ,2,0,45.29 ,301.96 
5861,7.97 ,2,0.2,2.89 ,9.96 
5862,109.92 ,2,0,53.86 ,109.92 
5863,19.44 ,3,0,9.33 ,19.44 
5864,11.16 ,2,0,4.35 ,11.16 
5865,79.47 ,3,0,22.25 ,79.47 
5866,4.56 ,2,0,2.01 ,4.56 
5867,"1,133.35 ",5,0,294.67 ,"1,133.35 "
5868,4.67 ,1,0.2,0.58 ,5.84 
5869,104.58 ,6,0.7,-80.18 ,348.60 
5870,"1,603.14 ",4,0.2,100.20 ,"2,003.92 "
5871,"1,293.49 ",7,0.2,80.84 ,"1,616.86 "
5872,127.95 ,3,0,21.75 ,127.95 
5873,59.76 ,1,0,16.73 ,59.76 
5874,108.08 ,7,0,54.04 ,108.08 
5875,9.54 ,3,0,4.39 ,9.54 
5876,11.74 ,3,0.2,1.03 ,14.67 
5877,447.86 ,7,0,219.45 ,447.86 
5878,17.94 ,3,0,8.79 ,17.94 
5879,245.88 ,6,0,68.85 ,245.88 
5880,192.16 ,4,0,92.24 ,192.16 
5881,801.57 ,2,0.2,50.10 ,"1,001.96 "
5882,368.91 ,9,0,180.77 ,368.91 
5883,885.53 ,9,0.2,-99.62 ,"1,106.91 "
5884,28.28 ,2,0,7.35 ,28.28 
5885,"4,912.59 ",3,0,196.50 ,"4,912.59 "
5886,14.35 ,3,0.2,5.02 ,17.94 
5887,179.97 ,3,0,86.39 ,179.97 
5888,42.76 ,1,0,11.12 ,42.76 
5889,45.68 ,2,0,21.01 ,45.68 
5890,25.06 ,2,0,11.78 ,25.06 
5891,38.43 ,1,0.2,13.45 ,48.04 
5892,21.57 ,2,0.2,1.62 ,26.96 
5893,81.58 ,3,0.2,2.04 ,101.97 
5894,2.78 ,1,0,1.36 ,2.78 
5895,99.87 ,3,0,23.97 ,99.87 
5896,44.40 ,3,0,22.20 ,44.40 
5897,21.40 ,5,0,9.63 ,21.40 
5898,71.12 ,4,0,22.05 ,71.12 
5899,259.96 ,4,0,124.78 ,259.96 
5900,9.78 ,1,0,4.89 ,9.78 
5901,24.19 ,9,0.2,7.56 ,30.24 
5902,31.56 ,3,0,10.41 ,31.56 
5903,59.94 ,3,0,28.17 ,59.94 
5904,45.36 ,4,0,22.23 ,45.36 
5905,26.40 ,5,0,12.67 ,26.40 
5906,41.40 ,4,0,19.87 ,41.40 
5907,16.95 ,1,0,1.02 ,16.95 
5908,24.70 ,2,0.2,9.26 ,30.88 
5909,59.70 ,3,0,26.87 ,59.70 
5910,14.52 ,3,0,5.66 ,14.52 
5911,104.18 ,3,0.2,33.86 ,130.23 
5912,46.53 ,3,0,13.03 ,46.53 
5913,25.50 ,3,0,6.63 ,25.50 
5914,14.90 ,5,0,1.04 ,14.90 
5915,87.71 ,7,0,41.22 ,87.71 
5916,199.76 ,2,0.1,8.88 ,221.96 
5917,94.60 ,4,0,27.43 ,94.60 
5918,"4,228.70 ",6,0.2,158.58 ,"5,285.88 "
5919,"2,003.92 ",5,0.2,-25.05 ,"2,504.90 "
5920,209.97 ,3,0,58.79 ,209.97 
5921,659.90 ,2,0,217.77 ,659.90 
5922,110.96 ,2,0,53.26 ,110.96 
5923,67.80 ,4,0,1.36 ,67.80 
5924,313.18 ,2,0.4,-120.05 ,521.96 
5925,22.96 ,7,0,6.66 ,22.96 
5926,"1,099.50 ",10,0,362.84 ,"1,099.50 "
5927,"1,215.92 ",8,0,316.14 ,"1,215.92 "
5928,7.31 ,1,0,3.44 ,7.31 
5929,8.92 ,4,0,3.92 ,8.92 
5930,87.21 ,3,0.5,-45.35 ,174.42 
5931,15.55 ,3,0.2,5.44 ,19.44 
5932,683.99 ,2,0.4,-114.00 ,"1,139.98 "
5933,13.39 ,3,0.2,1.00 ,16.74 
5934,16.78 ,3,0.2,4.82 ,20.97 
5935,527.92 ,2,0.2,85.79 ,659.90 
5936,25.40 ,5,0,8.64 ,25.40 
5937,177.48 ,3,0.2,19.97 ,221.85 
5938,71.98 ,3,0.2,9.00 ,89.97 
5939,95.99 ,1,0.2,9.60 ,119.99 
5940,13.22 ,4,0.2,4.30 ,16.52 
5941,435.84 ,12,0,130.75 ,435.84 
5942,5.88 ,2,0,1.59 ,5.88 
5943,211.17 ,4,0.2,18.48 ,263.96 
5944,6.28 ,1,0,2.64 ,6.28 
5945,95.10 ,5,0,30.43 ,95.10 
5946,25.92 ,4,0,12.44 ,25.92 
5947,48.84 ,4,0,13.19 ,48.84 
5948,25.90 ,5,0,12.69 ,25.90 
5949,42.68 ,4,0,19.63 ,42.68 
5950,299.97 ,3,0,125.99 ,299.97 
5951,262.24 ,2,0,78.67 ,262.24 
5952,234.36 ,6,0,112.49 ,234.36 
5953,20.74 ,4,0.2,7.26 ,25.92 
5954,10.50 ,5,0,2.94 ,10.50 
5955,23.97 ,2,0.2,7.79 ,29.96 
5956,521.96 ,4,0.5,-250.54 ,"1,043.92 "
5957,676.55 ,5,0,6.77 ,676.55 
5958,154.90 ,5,0,40.27 ,154.90 
5959,30.56 ,4,0,14.97 ,30.56 
5960,770.35 ,3,0.2,77.04 ,962.94 
5961,21.12 ,4,0,6.55 ,21.12 
5962,575.93 ,9,0.2,57.59 ,719.91 
5963,7.78 ,2,0,2.02 ,7.78 
5964,123.92 ,4,0,55.76 ,123.92 
5965,17.22 ,3,0,5.17 ,17.22 
5966,226.56 ,6,0,63.44 ,226.56 
5967,107.88 ,3,0.2,10.79 ,134.85 
5968,81.98 ,2,0,40.17 ,81.98 
5969,104.85 ,1,0,50.33 ,104.85 
5970,8.70 ,2,0.2,3.16 ,10.88 
5971,19.92 ,4,0,9.76 ,19.92 
5972,43.02 ,3,0,15.49 ,43.02 
5973,240.78 ,1,0.2,30.10 ,300.98 
5974,414.96 ,2,0,124.49 ,414.96 
5975,387.72 ,5,0.2,-67.85 ,484.65 
5976,360.38 ,2,0,93.70 ,360.38 
5977,13.56 ,2,0,6.24 ,13.56 
5978,552.00 ,10,0.2,34.50 ,690.00 
5979,429.90 ,5,0,111.77 ,429.90 
5980,32.06 ,2,0,15.39 ,32.06 
5981,161.96 ,2,0,45.35 ,161.96 
5982,19.86 ,2,0,5.76 ,19.86 
5983,12.96 ,2,0,6.35 ,12.96 
5984,20.54 ,6,0.2,6.42 ,25.68 
5985,185.58 ,6,0,76.09 ,185.58 
5986,77.56 ,2,0,35.68 ,77.56 
5987,87.92 ,4,0,0.88 ,87.92 
5988,245.94 ,6,0,120.51 ,245.94 
5989,8.60 ,1,0,4.04 ,8.60 
5990,504.90 ,5,0,126.23 ,504.90 
5991,"2,357.49 ",7,0.2,884.06 ,"2,946.86 "
5992,369.54 ,7,0.2,32.34 ,461.93 
5993,184.75 ,3,0.2,-20.78 ,230.94 
5994,64.96 ,5,0.2,-4.06 ,81.20 
5995,13.52 ,2,0.2,1.69 ,16.90 
5996,458.43 ,5,0.3,-137.53 ,654.90 
5997,387.14 ,4,0.2,24.20 ,483.92 
5998,328.59 ,3,0.4,-147.87 ,547.65 
5999,338.35 ,3,0.2,4.23 ,422.94 
6000,25.92 ,4,0,12.44 ,25.92 
6001,91.36 ,4,0,42.03 ,91.36 
6002,87.96 ,3,0.2,7.70 ,109.95 
6003,5.21 ,2,0.7,-4.17 ,17.38 
6004,12.29 ,1,0.7,-8.61 ,40.98 
6005,19.76 ,4,0,8.30 ,19.76 
6006,109.76 ,2,0.1,8.54 ,121.96 
6007,128.85 ,3,0,3.87 ,128.85 
6008,127.95 ,3,0,21.75 ,127.95 
6009,68.52 ,3,0,31.52 ,68.52 
6010,74.94 ,3,0,14.24 ,74.94 
6011,"2,548.56 ",6,0.2,286.71 ,"3,185.70 "
6012,271.44 ,3,0,122.15 ,271.44 
6013,287.88 ,3,0.2,35.99 ,359.85 
6014,14.90 ,5,0,7.15 ,14.90 
6015,"4,158.91 ",8,0.2,363.90 ,"5,198.64 "
6016,91.96 ,2,0,15.63 ,91.96 
6017,33.11 ,7,0,12.91 ,33.11 
6018,19.44 ,3,0,9.33 ,19.44 
6019,55.48 ,1,0,26.63 ,55.48 
6020,91.92 ,5,0.2,11.49 ,114.90 
6021,17.34 ,2,0,4.68 ,17.34 
6022,71.98 ,2,0,15.12 ,71.98 
6023,7.08 ,3,0.2,2.48 ,8.85 
6024,69.98 ,2,0,4.90 ,69.98 
6025,646.27 ,8,0.2,64.63 ,807.84 
6026,10.37 ,2,0.2,3.76 ,12.96 
6027,8.40 ,5,0,0.34 ,8.40 
6028,71.96 ,5,0.2,25.19 ,89.95 
6029,18.48 ,2,0.2,6.01 ,23.10 
6030,9.84 ,3,0,2.85 ,9.84 
6031,239.24 ,1,0.2,23.92 ,299.05 
6032,21.12 ,4,0,6.55 ,21.12 
6033,54.90 ,5,0,15.37 ,54.90 
6034,15.24 ,3,0,5.18 ,15.24 
6035,19.57 ,2,0.8,-52.83 ,97.84 
6036,310.39 ,4,0.8,-512.15 ,"1,551.96 "
6037,42.60 ,3,0,16.61 ,42.60 
6038,113.94 ,6,0,54.69 ,113.94 
6039,129.92 ,4,0,5.20 ,129.92 
6040,5.28 ,3,0,2.53 ,5.28 
6041,859.20 ,3,0.2,75.18 ,"1,074.00 "
6042,506.28 ,3,0.2,177.20 ,632.85 
6043,14.37 ,2,0.2,3.95 ,17.96 
6044,314.35 ,3,0.2,-35.36 ,392.94 
6045,27.89 ,7,0.2,10.11 ,34.86 
6046,238.15 ,3,0.2,89.31 ,297.69 
6047,692.94 ,3,0,173.24 ,692.94 
6048,16.15 ,9,0.7,-12.92 ,53.82 
6049,"1,345.49 ",5,0.7,"-1,031.54 ","4,484.95 "
6050,173.49 ,7,0.2,54.22 ,216.86 
6051,57.75 ,5,0,16.17 ,57.75 
6052,272.40 ,5,0,76.27 ,272.40 
6053,11.95 ,3,0.2,4.03 ,14.94 
6054,28.00 ,4,0.2,7.70 ,35.00 
6055,12.20 ,7,0.7,-9.76 ,40.67 
6056,2.07 ,1,0.8,-3.41 ,10.34 
6057,83.84 ,8,0.2,30.39 ,104.80 
6058,11.36 ,2,0,5.34 ,11.36 
6059,36.40 ,5,0,17.47 ,36.40 
6060,27.97 ,2,0.2,6.99 ,34.96 
6061,142.04 ,4,0,38.35 ,142.04 
6062,14.67 ,3,0,6.01 ,14.67 
6063,"1,199.96 ",5,0.2,224.99 ,"1,499.95 "
6064,12.60 ,3,0,6.17 ,12.60 
6065,17.94 ,3,0,8.07 ,17.94 
6066,23.90 ,6,0.2,7.77 ,29.88 
6067,88.96 ,8,0.2,10.01 ,111.20 
6068,518.27 ,8,0.2,-97.18 ,647.84 
6069,6.98 ,1,0,3.35 ,6.98 
6070,343.20 ,1,0.2,38.61 ,429.00 
6071,17.54 ,3,0.2,5.92 ,21.93 
6072,152.69 ,2,0.2,-26.72 ,190.86 
6073,3.49 ,2,0.2,0.57 ,4.36 
6074,5.89 ,2,0.2,-1.32 ,7.36 
6075,153.55 ,3,0.2,51.82 ,191.94 
6076,270.62 ,2,0,2.71 ,270.62 
6077,468.90 ,6,0,206.32 ,468.90 
6078,72.48 ,2,0,30.44 ,72.48 
6079,10.95 ,3,0,3.29 ,10.95 
6080,191.82 ,3,0,61.38 ,191.82 
6081,151.06 ,9,0.2,7.55 ,188.82 
6082,25.16 ,5,0.6,-11.32 ,62.90 
6083,6.22 ,6,0.8,-9.63 ,31.08 
6084,23.62 ,9,0.2,2.66 ,29.52 
6085,24.03 ,2,0.2,-0.60 ,30.04 
6086,2.09 ,1,0.2,0.68 ,2.61 
6087,4.49 ,6,0.8,-6.73 ,22.44 
6088,29.22 ,3,0,12.86 ,29.22 
6089,6.48 ,1,0,3.11 ,6.48 
6090,1.19 ,2,0.7,-0.99 ,3.96 
6091,272.65 ,3,0.1,18.18 ,302.94 
6092,212.80 ,2,0,95.76 ,212.80 
6093,38.52 ,9,0,18.10 ,38.52 
6094,72.64 ,2,0,21.79 ,72.64 
6095,45.40 ,4,0,12.71 ,45.40 
6096,13.76 ,2,0,6.33 ,13.76 
6097,80.99 ,1,0.1,8.10 ,89.99 
6098,11.78 ,3,0.2,3.98 ,14.73 
6099,4.36 ,2,0,1.79 ,4.36 
6100,"2,888.13 ",11,0.1,609.72 ,"3,209.03 "
6101,"1,299.66 ",2,0,350.91 ,"1,299.66 "
6102,"2,254.41 ",5,0.1,375.74 ,"2,504.90 "
6103,104.85 ,3,0,28.31 ,104.85 
6104,59.97 ,3,0,20.39 ,59.97 
6105,314.53 ,2,0.4,-83.88 ,524.22 
6106,13.63 ,4,0.2,3.58 ,17.04 
6107,19.43 ,2,0.8,-49.55 ,97.16 
6108,65.44 ,5,0.2,-8.18 ,81.80 
6109,6.00 ,2,0.2,2.10 ,7.50 
6110,1.91 ,3,0.8,-3.24 ,9.54 
6111,"1,474.80 ",7,0.3,-21.07 ,"2,106.86 "
6112,110.10 ,2,0.2,33.03 ,137.62 
6113,16.75 ,6,0.2,5.44 ,20.94 
6114,"1,537.07 ",9,0.3,0.00 ,"2,195.82 "
6115,449.37 ,2,0.3,-12.84 ,641.96 
6116,41.90 ,6,0.2,14.14 ,52.38 
6117,"2,279.96 ",4,0,592.79 ,"2,279.96 "
6118,14.94 ,3,0,6.87 ,14.94 
6119,191.98 ,3,0.2,19.20 ,239.97 
6120,23.83 ,3,0.2,6.55 ,29.79 
6121,409.22 ,8,0.2,61.38 ,511.52 
6122,72.59 ,2,0.7,-128.24 ,241.96 
6123,61.57 ,2,0.2,4.62 ,76.96 
6124,20.96 ,4,0.2,6.81 ,26.20 
6125,44.75 ,5,0,8.50 ,44.75 
6126,11.96 ,2,0,5.38 ,11.96 
6127,3.91 ,1,0.2,1.27 ,4.89 
6128,328.00 ,6,0.1,54.67 ,364.44 
6129,49.41 ,4,0.2,18.53 ,61.76 
