Order No,Order ID,Customer ID,Postal Code,Product ID
4291,CA-2021-102407,AT-10435,90004,OFF-AR-10000122
4292,CA-2021-102407,AT-10435,90004,FUR-TA-10003748
4293,CA-2021-102407,AT-10435,90004,OFF-AP-10001394
4294,CA-2021-130967,EB-13870,19140,TEC-PH-10004896
4295,CA-2021-101581,DW-13195,97756,FUR-TA-10002607
4296,CA-2021-169124,MB-17305,95610,FUR-FU-10001215
4297,CA-2021-117261,TH-21235,90032,OFF-ST-10000419
4298,CA-2021-129021,PO-18850,32303,TEC-PH-10001459
4299,CA-2021-129021,PO-18850,32303,OFF-PA-10000241
4300,CA-2021-129021,PO-18850,32303,OFF-AP-10003040
4301,CA-2021-129021,PO-18850,32303,FUR-FU-10001852
4302,CA-2021-129021,PO-18850,32303,OFF-PA-10000141
4303,CA-2018-123253,DE-13255,44107,OFF-AR-10002804
4304,CA-2020-121601,MO-17500,75056,OFF-EN-10003862
4305,CA-2018-162278,AH-10585,98105,FUR-FU-10000448
4306,CA-2018-162278,AH-10585,98105,TEC-PH-10000526
4307,CA-2020-161095,CS-12250,90032,OFF-BI-10002764
4308,CA-2020-161095,CS-12250,90032,OFF-BI-10001524
4309,CA-2018-125829,WB-21850,90045,TEC-PH-10001079
4310,CA-2018-125829,WB-21850,90045,FUR-TA-10002041
4311,CA-2018-125829,WB-21850,90045,OFF-BI-10001036
4312,CA-2018-125829,WB-21850,90045,OFF-PA-10000223
4313,CA-2018-125829,WB-21850,90045,TEC-MA-10003246
4314,CA-2018-123127,SP-20620,11561,OFF-AP-10001962
4315,CA-2019-115945,AB-10165,90045,OFF-AR-10004062
4316,CA-2019-115945,AB-10165,90045,OFF-BI-10004330
4317,CA-2019-115945,AB-10165,90045,OFF-ST-10001963
4318,CA-2019-136735,HA-14920,94110,OFF-EN-10002230
4319,US-2021-136189,DC-13285,23223,FUR-FU-10000175
4320,CA-2018-152345,ST-20530,87105,TEC-PH-10004897
4321,CA-2018-152345,ST-20530,87105,OFF-ST-10003123
4322,US-2019-147662,KB-16315,44312,OFF-BI-10001658
4323,US-2019-147662,KB-16315,44312,TEC-PH-10002834
4324,US-2019-147662,KB-16315,44312,OFF-BI-10002160
4325,US-2019-147662,KB-16315,44312,OFF-AR-10004999
4326,US-2019-147662,KB-16315,44312,TEC-AC-10003280
4327,CA-2020-153346,TB-21355,07060,OFF-AR-10000315
4328,CA-2020-153346,TB-21355,07060,OFF-PA-10000007
4329,CA-2021-118360,JC-15775,10011,OFF-PA-10000791
4330,CA-2021-149853,PO-18850,33012,OFF-PA-10000556
4331,CA-2021-149853,PO-18850,33012,OFF-AP-10000804
4332,CA-2021-107909,SS-20875,98052,TEC-AC-10001998
4333,CA-2021-107909,SS-20875,98052,OFF-BI-10003476
4334,CA-2019-112375,RD-19720,32114,TEC-AC-10003237
4335,CA-2019-112375,RD-19720,32114,OFF-EN-10003798
4336,CA-2019-154795,GZ-14470,86442,OFF-EN-10003068
4337,CA-2019-154795,GZ-14470,86442,FUR-FU-10002088
4338,CA-2019-125234,SN-20710,90049,TEC-AC-10000158
4339,CA-2019-125234,SN-20710,90049,OFF-PA-10000482
4340,CA-2021-133501,DK-12895,37064,OFF-PA-10004888
4341,US-2018-129609,VM-21835,46368,OFF-AR-10003478
4342,CA-2021-130309,GB-14575,22204,OFF-ST-10003208
4343,CA-2021-105410,ND-18370,94110,OFF-BI-10004970
4344,CA-2021-105410,ND-18370,94110,TEC-PH-10000038
4345,CA-2021-105410,ND-18370,94110,TEC-AC-10001552
4346,CA-2021-105410,ND-18370,94110,TEC-AC-10002926
4347,CA-2020-120355,MM-17260,10801,FUR-CH-10001394
4348,CA-2020-120355,MM-17260,10801,FUR-FU-10004053
4349,CA-2021-169894,MV-17485,85204,OFF-BI-10004230
4350,CA-2021-169894,MV-17485,85204,OFF-ST-10000060
4351,US-2021-100482,JL-15130,43130,OFF-ST-10001325
4352,US-2021-100482,JL-15130,43130,TEC-AC-10003441
4353,CA-2021-107748,AG-10330,95207,TEC-PH-10003215
4354,CA-2021-107748,AG-10330,95207,OFF-PA-10002005
4355,CA-2021-153654,MD-17860,28806,OFF-BI-10004465
4356,CA-2019-155600,RO-19780,37042,OFF-BI-10000545
4357,CA-2019-155600,RO-19780,37042,OFF-AR-10003752
4358,CA-2021-162565,RR-19315,60505,OFF-PA-10001937
4359,CA-2021-162565,RR-19315,60505,FUR-FU-10004306
4360,CA-2021-162565,RR-19315,60505,FUR-CH-10003973
4361,CA-2020-127642,CP-12340,02886,OFF-PA-10000565
4362,US-2021-163195,LL-16840,70506,TEC-PH-10003875
4363,CA-2021-111332,NC-18340,58103,OFF-AR-10001953
4364,CA-2021-111332,NC-18340,58103,OFF-AR-10001374
4365,CA-2021-111332,NC-18340,58103,OFF-ST-10003816
4366,CA-2021-111332,NC-18340,58103,OFF-FA-10001843
4367,CA-2021-111332,NC-18340,58103,OFF-AR-10000657
4368,CA-2021-117044,HA-14920,60623,OFF-FA-10000936
4369,CA-2021-117044,HA-14920,60623,OFF-PA-10003657
4370,US-2020-165078,MA-17995,46226,OFF-BI-10001989
4371,US-2020-165078,MA-17995,46226,OFF-AR-10002987
4372,US-2020-165078,MA-17995,46226,OFF-LA-10000414
4373,US-2021-169320,LH-16900,46514,OFF-AR-10003602
4374,US-2021-169320,LH-16900,46514,TEC-AC-10002550
4375,CA-2020-158575,SB-20290,44240,OFF-AP-10002998
4376,CA-2018-166954,BT-11305,91776,FUR-FU-10003708
4377,CA-2018-166954,BT-11305,91776,OFF-AP-10001391
4378,CA-2018-166954,BT-11305,91776,FUR-CH-10003973
4379,CA-2019-140830,PS-18970,42420,OFF-EN-10000461
4380,CA-2019-140830,PS-18970,42420,OFF-EN-10002831
4381,CA-2019-152891,TB-21625,94110,OFF-AR-10004648
4382,CA-2019-152891,TB-21625,94110,FUR-TA-10001857
4383,US-2019-122784,RA-19915,60035,OFF-BI-10000546
4384,US-2019-122784,RA-19915,60035,FUR-BO-10004690
4385,US-2019-122784,RA-19915,60035,TEC-PH-10001557
4386,US-2019-122784,RA-19915,60035,FUR-BO-10002545
4387,CA-2020-156811,BP-11095,94122,OFF-AP-10001366
4388,CA-2020-156811,BP-11095,94122,OFF-BI-10001628
4389,CA-2021-111556,CD-11920,10035,OFF-PA-10003651
4390,CA-2021-111556,CD-11920,10035,FUR-BO-10003159
4391,CA-2021-111556,CD-11920,10035,TEC-PH-10001459
4392,CA-2021-111556,CD-11920,10035,OFF-AR-10004602
4393,CA-2020-108868,KB-16585,75081,OFF-AR-10001953
4394,CA-2020-108868,KB-16585,75081,TEC-PH-10000923
4395,CA-2018-142965,SW-20245,45503,OFF-ST-10002583
4396,CA-2018-142965,SW-20245,45503,OFF-BI-10000977
4397,CA-2020-148740,AH-10690,92101,TEC-PH-10002549
4398,US-2018-138758,JL-15835,19120,FUR-CH-10002880
4399,US-2018-138758,JL-15835,19120,FUR-FU-10003039
4400,CA-2020-131737,GZ-14470,21044,OFF-EN-10003055
4401,CA-2020-131737,GZ-14470,21044,OFF-AP-10002945
4402,CA-2020-131737,GZ-14470,21044,FUR-FU-10004306
4403,CA-2020-114538,RC-19825,80906,OFF-AR-10002445
4404,CA-2018-127936,CL-12565,10009,OFF-AR-10002445
4405,CA-2019-164336,MW-18220,19140,TEC-AC-10002345
4406,CA-2019-164336,MW-18220,19140,OFF-ST-10001558
4407,CA-2020-100041,BF-10975,47201,OFF-PA-10001622
4408,CA-2020-100041,BF-10975,47201,OFF-PA-10000418
4409,CA-2020-100041,BF-10975,47201,OFF-BI-10000343
4410,US-2018-154879,SN-20710,90004,OFF-LA-10004425
4411,US-2018-154879,SN-20710,90004,OFF-AR-10001897
4412,CA-2018-130624,TB-21280,10024,OFF-PA-10003883
4413,CA-2018-130624,TB-21280,10024,TEC-PH-10003963
4414,CA-2018-130624,TB-21280,10024,OFF-AP-10001303
4415,CA-2021-132339,JB-15400,01841,OFF-BI-10003925
4416,CA-2018-153983,AH-10210,94122,TEC-PH-10004586
4417,CA-2018-153983,AH-10210,94122,OFF-FA-10003495
4418,CA-2021-112900,KL-16645,48205,OFF-BI-10002867
4419,CA-2018-160157,MH-17455,45011,FUR-FU-10003773
4420,CA-2018-139633,EC-14050,43229,OFF-BI-10002954
4421,CA-2019-163090,GH-14665,60610,OFF-SU-10002537
4422,CA-2018-117016,SC-20095,33063,OFF-AR-10001374
4423,CA-2021-159464,TB-21355,30328,OFF-AP-10001492
4424,CA-2021-159464,TB-21355,30328,FUR-BO-10003546
4425,CA-2021-159464,TB-21355,30328,TEC-PH-10002185
4426,CA-2021-159464,TB-21355,30328,OFF-BI-10000315
4427,CA-2021-159464,TB-21355,30328,TEC-PH-10002350
4428,US-2021-103226,DW-13195,87105,OFF-PA-10002666
4429,CA-2021-119452,CL-12565,74133,FUR-CH-10004495
4430,CA-2021-147725,LT-17110,07050,OFF-AR-10001725
4431,CA-2020-168893,AP-10915,42420,OFF-FA-10002280
4432,CA-2020-168893,AP-10915,42420,OFF-AR-10001770
4433,CA-2020-168893,AP-10915,42420,FUR-FU-10002885
4434,CA-2020-168893,AP-10915,42420,OFF-AR-10003772
4435,CA-2020-168893,AP-10915,42420,FUR-TA-10003392
4436,CA-2020-163398,CB-12415,60653,OFF-BI-10000014
4437,CA-2020-163398,CB-12415,60653,OFF-AR-10003217
4438,CA-2020-163398,CB-12415,60653,OFF-AP-10002403
4439,CA-2020-162726,MT-17815,77642,OFF-PA-10001972
4440,CA-2020-162726,MT-17815,77642,OFF-PA-10004041
4441,US-2020-111290,DK-13375,48185,TEC-AC-10004975
4442,US-2020-111290,DK-13375,48185,OFF-ST-10001932
4443,US-2020-111290,DK-13375,48185,OFF-AR-10001761
4444,US-2020-111290,DK-13375,48185,OFF-PA-10002262
4445,US-2018-147704,SR-20740,47401,OFF-EN-10004483
4446,US-2018-147704,SR-20740,47401,OFF-PA-10003270
4447,US-2018-147704,SR-20740,47401,OFF-BI-10001634
4448,US-2018-147704,SR-20740,47401,OFF-ST-10000675
4449,CA-2019-121965,LH-17155,90032,FUR-FU-10000732
4450,CA-2019-121965,LH-17155,90032,OFF-PA-10004355
4451,CA-2019-121965,LH-17155,90032,OFF-EN-10000056
4452,CA-2020-147137,AA-10645,94109,FUR-FU-10000221
4453,CA-2020-147137,AA-10645,94109,OFF-EN-10003567
4454,CA-2020-147137,AA-10645,94109,FUR-BO-10001811
4455,CA-2020-147137,AA-10645,94109,OFF-ST-10002486
4456,US-2019-146745,AS-10630,94110,FUR-CH-10002372
4457,US-2019-146745,AS-10630,94110,OFF-BI-10003274
4458,CA-2021-115175,MC-17575,95123,OFF-PA-10001878
4459,CA-2021-105851,SE-20110,80219,OFF-SU-10002881
4460,US-2021-125717,DS-13030,80013,FUR-FU-10001979
4461,US-2021-125717,DS-13030,80013,OFF-ST-10001522
4462,US-2021-125717,DS-13030,80013,TEC-AC-10003657
4463,US-2021-125717,DS-13030,80013,OFF-BI-10001718
4464,US-2021-125717,DS-13030,80013,OFF-PA-10003022
4465,US-2021-125717,DS-13030,80013,OFF-AP-10000891
4466,CA-2019-163895,NS-18640,83704,OFF-BI-10004970
4467,CA-2021-168641,KA-16525,10035,OFF-AR-10003759
4468,CA-2021-168641,KA-16525,10035,OFF-EN-10003001
4469,CA-2021-168641,KA-16525,10035,FUR-BO-10000780
4470,CA-2021-168641,KA-16525,10035,OFF-PA-10001972
4471,CA-2021-156895,DJ-13510,19140,FUR-CH-10003535
4472,CA-2021-121300,MG-17680,44060,FUR-CH-10003774
4473,CA-2021-121300,MG-17680,44060,TEC-AC-10004571
4474,CA-2021-121300,MG-17680,44060,FUR-TA-10004442
4475,CA-2021-121300,MG-17680,44060,OFF-PA-10002787
4476,CA-2021-121300,MG-17680,44060,FUR-FU-10004586
4477,CA-2021-121300,MG-17680,44060,OFF-PA-10002606
4478,CA-2021-130211,BD-11620,73505,OFF-ST-10000129
4479,CA-2021-130211,BD-11620,73505,FUR-TA-10003748
4480,CA-2018-147235,CD-11920,10024,OFF-PA-10004948
4481,CA-2020-109365,XP-21865,90049,OFF-FA-10001561
4482,CA-2020-109365,XP-21865,90049,OFF-AP-10002998
4483,CA-2020-109365,XP-21865,90049,OFF-BI-10003981
4484,CA-2020-109365,XP-21865,90049,OFF-PA-10001725
4485,CA-2020-109365,XP-21865,90049,OFF-BI-10002071
4486,CA-2020-109365,XP-21865,90049,OFF-PA-10000477
4487,CA-2020-109365,XP-21865,90049,OFF-PA-10004359
4488,CA-2019-162621,CA-12055,77036,OFF-BI-10000962
4489,CA-2019-162621,CA-12055,77036,OFF-SU-10003567
4490,CA-2019-162621,CA-12055,77036,OFF-BI-10003708
4491,CA-2021-105921,JM-15250,90032,FUR-TA-10001095
4492,CA-2018-150798,JK-15730,43229,TEC-CO-10001571
4493,CA-2018-150798,JK-15730,43229,FUR-FU-10000221
4494,CA-2018-150798,JK-15730,43229,OFF-PA-10001972
4495,CA-2018-150798,JK-15730,43229,FUR-CH-10000015
4496,CA-2021-112753,CC-12670,90032,FUR-BO-10004015
4497,CA-2021-112753,CC-12670,90032,OFF-PA-10002036
4498,CA-2021-155075,GW-14605,19140,OFF-BI-10003650
4499,CA-2018-103401,GR-14560,94110,OFF-PA-10003309
4500,CA-2020-124814,FM-14215,93309,OFF-PA-10002787
4501,CA-2020-124814,FM-14215,93309,OFF-BI-10000174
4502,CA-2018-116757,MS-17980,77095,OFF-PA-10002005
4503,CA-2018-116757,MS-17980,77095,OFF-FA-10002815
4504,US-2018-138247,BF-11170,90045,TEC-PH-10000213
4505,US-2018-138247,BF-11170,90045,OFF-AP-10000828
4506,US-2018-138247,BF-11170,90045,TEC-AC-10004708
4507,US-2018-138247,BF-11170,90045,TEC-PH-10001530
4508,US-2018-138247,BF-11170,90045,OFF-ST-10002301
4509,US-2018-138247,BF-11170,90045,FUR-FU-10002554
4510,CA-2021-167003,VS-21820,90036,FUR-TA-10001520
4511,CA-2020-119935,KM-16225,65807,FUR-FU-10001085
4512,CA-2020-119935,KM-16225,65807,OFF-BI-10001597
4513,CA-2020-118969,LP-17095,85023,OFF-BI-10002429
4514,CA-2020-145240,BG-11740,77070,OFF-ST-10001590
4515,CA-2020-120873,BW-11200,23666,FUR-CH-10000847
4516,US-2021-111920,PS-18970,74133,OFF-AR-10003179
4517,US-2020-128678,RB-19570,98105,OFF-PA-10000807
4518,US-2020-128678,RB-19570,98105,OFF-BI-10002103
4519,CA-2020-101385,JW-16075,94109,OFF-AR-10004441
4520,CA-2021-107167,ND-18460,32216,OFF-ST-10003805
4521,CA-2018-109491,LC-16930,47374,TEC-AC-10001284
4522,CA-2018-109491,LC-16930,47374,FUR-FU-10000221
4523,CA-2021-105445,BP-11095,80027,OFF-FA-10001229
4524,CA-2018-107454,RD-19720,10024,OFF-LA-10001569
4525,CA-2018-107454,RD-19720,10024,FUR-FU-10004018
4526,US-2021-105046,BE-11335,13440,TEC-PH-10004536
4527,US-2021-105046,BE-11335,13440,OFF-PA-10004353
4528,US-2021-105046,BE-11335,13440,FUR-FU-10004848
4529,CA-2021-152856,RS-19765,43302,TEC-AC-10004864
4530,CA-2020-134691,KC-16540,77041,OFF-BI-10002393
4531,CA-2020-118759,MB-17305,10009,FUR-CH-10002335
4532,CA-2020-118759,MB-17305,10009,OFF-ST-10001590
4533,CA-2018-140403,TN-21040,95336,FUR-CH-10002774
4534,CA-2018-140403,TN-21040,95336,OFF-EN-10001219
4535,CA-2019-163104,MC-18130,90004,OFF-PA-10001947
4536,CA-2021-138464,VF-21715,98115,FUR-FU-10003142
4537,CA-2021-138464,VF-21715,98115,OFF-BI-10001543
4538,CA-2021-138464,VF-21715,98115,OFF-AR-10003560
4539,CA-2021-138464,VF-21715,98115,OFF-AR-10004757
4540,CA-2019-104129,ES-14080,02908,TEC-PH-10003800
4541,CA-2019-104129,ES-14080,02908,FUR-TA-10004152
4542,US-2021-132206,MK-17905,60653,OFF-BI-10000756
4543,CA-2021-113474,TM-21490,73120,OFF-EN-10004206
4544,CA-2019-126557,RL-19615,60610,FUR-CH-10004477
4545,CA-2019-126557,RL-19615,60610,TEC-PH-10003505
4546,CA-2019-126557,RL-19615,60610,TEC-PH-10000526
4547,CA-2019-126557,RL-19615,60610,OFF-BI-10003314
4548,CA-2019-126557,RL-19615,60610,OFF-AR-10003190
4549,CA-2019-126557,RL-19615,60610,FUR-FU-10001861
4550,CA-2019-126557,RL-19615,60610,TEC-PH-10003963
4551,US-2021-107636,NM-18520,06040,OFF-LA-10003388
4552,US-2018-165862,GK-14620,90049,FUR-TA-10002855
4553,US-2018-106334,JF-15490,94122,FUR-CH-10004886
4554,US-2018-106334,JF-15490,94122,OFF-PA-10003657
4555,CA-2020-101448,EB-13930,54601,OFF-BI-10004738
4556,CA-2019-130218,SG-20470,29501,OFF-FA-10003112
4557,CA-2019-130218,SG-20470,29501,OFF-ST-10002486
4558,US-2021-117331,ND-18370,85301,OFF-BI-10003984
4559,CA-2018-127383,CM-11815,79907,OFF-EN-10004773
4560,CA-2018-110219,EB-13870,78207,FUR-CH-10001146
4561,CA-2019-118871,HM-14860,90049,OFF-EN-10003296
4562,CA-2019-118871,HM-14860,90049,TEC-PH-10000193
4563,CA-2019-118871,HM-14860,90049,FUR-FU-10002111
4564,CA-2021-129490,SJ-20125,33023,FUR-CH-10003298
4565,CA-2018-101175,DM-12955,85204,OFF-ST-10004950
4566,US-2021-149510,MC-17575,28314,OFF-AP-10002350
4567,US-2021-149510,MC-17575,28314,OFF-BI-10004233
4568,US-2021-149510,MC-17575,28314,OFF-PA-10001892
4569,CA-2019-111990,DB-13660,77095,OFF-BI-10003291
4570,CA-2018-169460,NF-18595,95123,FUR-FU-10004017
4571,US-2019-152128,NM-18445,67212,OFF-AR-10002445
4572,US-2019-152128,NM-18445,67212,OFF-BI-10001718
4573,CA-2021-126662,AB-10255,90036,TEC-CO-10004202
4574,CA-2020-139395,MG-17650,49201,TEC-PH-10002103
4575,CA-2020-139395,MG-17650,49201,FUR-FU-10003724
4576,CA-2020-139395,MG-17650,49201,OFF-AR-10003732
4577,CA-2020-139395,MG-17650,49201,OFF-ST-10000885
4578,US-2018-121734,SE-20110,83501,OFF-BI-10004817
4579,CA-2019-110947,AG-10765,23666,OFF-BI-10001670
4580,US-2018-150126,AS-10045,10035,OFF-PA-10002709
4581,CA-2019-164427,AR-10405,39401,TEC-AC-10004469
4582,CA-2020-120250,AP-10720,19140,FUR-FU-10003424
4583,CA-2020-121993,JB-16000,19140,OFF-LA-10003720
4584,US-2020-100405,TS-21430,90045,OFF-AR-10000390
4585,US-2021-163790,NL-18310,94526,OFF-EN-10001335
4586,US-2021-163790,NL-18310,94526,OFF-AR-10003469
4587,US-2021-163790,NL-18310,94526,OFF-BI-10003718
4588,US-2021-163790,NL-18310,94526,OFF-FA-10004838
4589,US-2021-163790,NL-18310,94526,FUR-FU-10002508
4590,US-2021-163790,NL-18310,94526,OFF-ST-10001511
4591,CA-2020-129868,MC-18130,90004,OFF-SU-10000952
4592,CA-2020-129868,MC-18130,90004,TEC-PH-10002275
4593,CA-2020-129868,MC-18130,90004,FUR-CH-10003535
4594,CA-2020-129868,MC-18130,90004,OFF-AP-10004052
4595,CA-2020-129868,MC-18130,90004,FUR-TA-10003473
4596,CA-2020-129868,MC-18130,90004,OFF-AR-10001897
4597,CA-2020-140564,TC-21475,20016,OFF-AR-10000034
4598,US-2021-169502,MG-17650,53209,OFF-SU-10004115
4599,US-2021-169502,MG-17650,53209,OFF-AP-10001947
4600,CA-2019-146948,MG-17890,21215,FUR-CH-10004853
4601,CA-2019-146948,MG-17890,21215,OFF-EN-10000483
4602,CA-2019-146948,MG-17890,21215,OFF-FA-10001332
4603,US-2019-113327,BF-11170,28540,OFF-PA-10003790
4604,US-2019-113327,BF-11170,28540,OFF-PA-10003134
4605,US-2019-113327,BF-11170,28540,OFF-EN-10004459
4606,US-2019-113327,BF-11170,28540,TEC-AC-10003628
4607,CA-2019-135020,MS-17770,14609,TEC-PH-10004093
4608,CA-2019-135020,MS-17770,14609,OFF-ST-10001490
4609,CA-2019-135020,MS-17770,14609,OFF-BI-10000605
4610,CA-2019-135020,MS-17770,14609,OFF-PA-10004255
4611,US-2021-141852,JE-15745,92054,FUR-FU-10000023
4612,CA-2020-109407,HG-14965,39503,OFF-BI-10000285
4613,US-2020-165953,EP-13915,32216,OFF-AR-10000588
4614,US-2020-165953,EP-13915,32216,OFF-PA-10002250
4615,CA-2020-144540,GH-14410,77070,OFF-AP-10002457
4616,CA-2020-144540,GH-14410,77070,OFF-FA-10002763
4617,CA-2019-159863,DS-13180,77095,TEC-AC-10000109
4618,CA-2019-117800,TH-21550,02149,TEC-PH-10002415
4619,CA-2019-117800,TH-21550,02149,FUR-CH-10000785
4620,CA-2021-145219,RM-19675,90049,TEC-CO-10001449
4621,CA-2021-145219,RM-19675,90049,OFF-BI-10001670
4622,CA-2019-161214,SF-20965,19805,OFF-ST-10001328
4623,CA-2021-147228,SO-20335,38401,OFF-SU-10001225
4624,CA-2021-147228,SO-20335,38401,OFF-PA-10000357
4625,CA-2021-147228,SO-20335,38401,OFF-ST-10000046
4626,CA-2021-147228,SO-20335,38401,FUR-FU-10000023
4627,CA-2020-101336,CK-12760,10011,OFF-ST-10003455
4628,CA-2020-101336,CK-12760,10011,OFF-ST-10000876
4629,CA-2020-101336,CK-12760,10011,OFF-AR-10003582
4630,CA-2020-101336,CK-12760,10011,OFF-ST-10004258
4631,US-2019-126235,GA-14725,48858,FUR-FU-10000719
4632,CA-2021-168396,BD-11725,94122,OFF-LA-10001297
4633,CA-2021-168396,BD-11725,94122,FUR-FU-10000723
4634,CA-2019-130456,DS-13180,94122,FUR-BO-10003893
4635,CA-2019-130456,DS-13180,94122,OFF-ST-10000736
4636,CA-2021-116288,BS-11380,94122,OFF-ST-10000736
4637,CA-2021-168228,AP-10915,90045,OFF-AR-10003373
4638,CA-2021-168228,AP-10915,90045,OFF-AR-10000390
4639,CA-2021-168228,AP-10915,90045,OFF-AR-10001725
4640,CA-2020-102162,JF-15565,23602,TEC-CO-10001943
4641,CA-2020-102162,JF-15565,23602,OFF-EN-10002312
4642,CA-2021-130141,HA-14905,80525,OFF-BI-10000831
4643,CA-2021-130141,HA-14905,80525,FUR-CH-10000749
4644,CA-2019-147501,Co-12640,98105,OFF-BI-10002003
4645,CA-2019-147501,Co-12640,98105,TEC-MA-10001972
4646,CA-2020-143910,BC-11125,10011,FUR-CH-10000225
4647,CA-2018-146885,EB-13840,23223,OFF-PA-10001622
4648,CA-2020-139556,DB-13360,10009,FUR-CH-10004983
4649,CA-2021-129357,KB-16585,98103,OFF-PA-10003228
4650,CA-2021-129357,KB-16585,98103,OFF-SU-10004498
4651,CA-2021-150987,AH-10120,94110,OFF-PA-10001878
4652,CA-2021-150987,AH-10120,94110,OFF-PA-10002923
4653,CA-2021-132647,GH-14410,08861,OFF-PA-10001838
4654,CA-2021-132647,GH-14410,08861,OFF-ST-10003123
4655,CA-2021-159107,KT-16480,94110,OFF-FA-10001332
4656,CA-2018-160738,KH-16330,61032,OFF-ST-10003442
4657,CA-2019-112130,SV-20785,19140,OFF-AR-10001468
4658,CA-2019-112130,SV-20785,19140,OFF-AP-10003266
4659,CA-2019-112130,SV-20785,19140,OFF-PA-10002230
4660,CA-2019-112130,SV-20785,19140,OFF-AP-10003622
4661,CA-2019-112130,SV-20785,19140,TEC-AC-10001542
4662,CA-2019-112130,SV-20785,19140,FUR-CH-10002965
4663,CA-2019-112130,SV-20785,19140,OFF-ST-10000563
4664,CA-2020-111409,PO-18850,32216,OFF-LA-10002787
4665,CA-2020-116232,AC-10450,33024,OFF-BI-10004022
4666,CA-2020-116232,AC-10450,33024,OFF-LA-10001158
4667,CA-2020-116547,KB-16585,98115,FUR-FU-10000076
4668,CA-2020-116547,KB-16585,98115,TEC-AC-10002335
4669,US-2021-133200,DB-13555,76106,OFF-BI-10002827
4670,US-2021-133200,DB-13555,76106,FUR-BO-10001601
4671,US-2021-133200,DB-13555,76106,OFF-ST-10001932
4672,CA-2020-133550,KL-16645,48205,OFF-AP-10001005
4673,CA-2020-133550,KL-16645,48205,TEC-PH-10004042
4674,CA-2020-133550,KL-16645,48205,TEC-PH-10001079
4675,CA-2020-133550,KL-16645,48205,FUR-FU-10002918
4676,CA-2021-139416,AG-10270,19120,FUR-FU-10003832
4677,CA-2018-114510,JF-15295,84321,OFF-BI-10001617
4678,CA-2018-114510,JF-15295,84321,OFF-ST-10000736
4679,CA-2018-114510,JF-15295,84321,TEC-AC-10004877
4680,CA-2018-114510,JF-15295,84321,OFF-ST-10003221
4681,CA-2018-114510,JF-15295,84321,OFF-BI-10003007
4682,CA-2020-169215,RE-19450,13021,OFF-FA-10000936
4683,CA-2020-127698,MV-18190,27604,TEC-PH-10003811
4684,CA-2020-159912,GB-14530,19120,FUR-TA-10004152
4685,CA-2020-159912,GB-14530,19120,FUR-BO-10002853
4686,CA-2020-159912,GB-14530,19120,OFF-BI-10002071
4687,CA-2020-159912,GB-14530,19120,OFF-FA-10000053
4688,CA-2020-101987,HL-15040,47374,TEC-PH-10001305
4689,US-2021-154851,BP-11155,17602,OFF-BI-10001525
4690,CA-2018-138681,CT-11995,85705,FUR-FU-10001876
4691,CA-2018-138681,CT-11995,85705,TEC-AC-10003628
4692,CA-2018-138681,CT-11995,85705,FUR-CH-10004860
4693,CA-2018-138681,CT-11995,85705,OFF-PA-10000357
4694,CA-2018-138681,CT-11995,85705,OFF-PA-10003270
4695,US-2019-138121,JL-15835,48205,OFF-BI-10000320
4696,US-2019-138121,JL-15835,48205,FUR-CH-10003846
4697,US-2019-138121,JL-15835,48205,FUR-CH-10004875
4698,US-2019-138121,JL-15835,48205,FUR-CH-10003817
4699,US-2019-138121,JL-15835,48205,FUR-FU-10002116
4700,CA-2021-140298,JK-16120,78745,OFF-AR-10003481
4701,CA-2021-140298,JK-16120,78745,OFF-ST-10004180
4702,CA-2021-140298,JK-16120,78745,OFF-PA-10003657
4703,CA-2021-140298,JK-16120,78745,FUR-FU-10001967
4704,CA-2020-166240,DH-13075,77095,OFF-AP-10002082
4705,CA-2020-158435,AG-10900,06708,OFF-SU-10000381
4706,CA-2020-158435,AG-10900,06708,OFF-LA-10002475
4707,CA-2020-158435,AG-10900,06708,FUR-FU-10003975
4708,CA-2021-138149,WB-21850,90049,OFF-BI-10003091
4709,CA-2021-138149,WB-21850,90049,OFF-ST-10002974
4710,CA-2021-138149,WB-21850,90049,OFF-AR-10000255
4711,CA-2021-138149,WB-21850,90049,TEC-AC-10001284
4712,CA-2018-112403,JO-15280,19120,OFF-BI-10003529
4713,CA-2018-108273,EJ-13720,77340,OFF-PA-10000029
4714,CA-2018-108273,EJ-13720,77340,FUR-FU-10002116
4715,CA-2021-121643,AB-10105,97206,TEC-PH-10002200
4716,US-2019-122910,LT-16765,80027,TEC-PH-10000441
4717,CA-2021-143126,CM-12655,98115,FUR-TA-10002958
4718,CA-2019-129042,EM-13960,21215,OFF-AR-10001662
4719,CA-2019-109736,DJ-13420,94109,OFF-PA-10004101
4720,CA-2019-142601,DE-13255,90004,OFF-ST-10002756
4721,CA-2019-142601,DE-13255,90004,OFF-PA-10000483
4722,CA-2018-106229,NR-18550,60505,FUR-TA-10002041
4723,US-2021-135230,CK-12325,98103,OFF-AR-10001166
4724,CA-2020-159653,JF-15490,30605,OFF-LA-10004345
4725,CA-2020-131968,LB-16795,32712,OFF-BI-10002852
4726,CA-2020-131968,LB-16795,32712,OFF-AP-10001058
4727,CA-2018-119151,MP-18175,10009,OFF-ST-10003470
4728,CA-2018-119151,MP-18175,10009,FUR-BO-10003159
4729,CA-2018-123323,LH-16900,94110,OFF-BI-10003684
